"","x"
"7163",6
"7164",11
"7165",3
"7166",17
"7167",2
"7168",1
"7169",5
"7170",18
"7171",5
"7172",6
"7173",1
"7174",0
"7175",15
"7176",1
"7177",16
"7178",0
"7179",2
"7180",9
"7181",6
"7182",6
"7183",0
"7184",0
"7185",9
"7186",2
"7187",0
"7188",17
"7189",6
"7190",6
"7191",9
"7192",12
"7193",2
"7194",7
"7195",12
"7196",34
"7197",14
"7198",6
"7199",0
"7200",18
"7201",4
"7202",6
"7203",0
"7204",21
"7205",0
"7206",0
"7207",22
"7208",0
"7209",1
"7210",3
"7211",0
"7212",3
"7213",19
"7214",4
"7215",42
"7216",3
"7217",15
"7218",1
"7219",1
"7220",0
"7221",2
"7222",3
"7223",17
"7224",3
"7225",5
"7226",6
"7227",0
"7228",2
"7229",1
"7230",0
"7231",6
"7232",5
"7233",2
"7234",0
"7235",4
"7236",0
"7237",1
"7238",9
"7239",0
"7240",0
"7241",1
"7242",2
"7243",7
"7244",13
"7245",21
"7246",2
"7247",20
"7248",3
"7249",5
"7250",10
"7251",3
"7252",1
"7253",3
"7254",15
"7255",27
"7256",2
"7257",5
"7258",0
"7259",9
"7260",3
"7261",0
"7262",21
"7263",1
"7264",3
"7265",0
"7266",14
"7267",4
"7268",3
"7269",6
"7270",8
"7271",1
"7272",2
"7273",5
"7274",2
"7275",8
"7276",0
"7277",19
"7278",9
"7279",0
"7280",12
"7281",16
"7282",22
"7283",3
"7284",5
"7285",8
"7286",11
"7287",5
"7288",2
"7289",3
"7290",5
"7291",0
"7292",2
"7293",8
"7294",9
"7295",14
"7296",0
"7297",5
"7298",8
"7299",1
"7300",10
"7301",1
"7302",11
"7303",19
"7304",0
"7305",2
"7306",0
"7307",12
"7308",0
"7309",4
"7310",3
"7311",0
"7312",14
"7313",7
"7314",2
"7315",0
"7316",12
"7317",8
"7318",1
"7319",3
"7320",3
"7321",2
"7322",9
"7323",23
"7324",0
"7325",23
"7326",18
"7327",11
"7328",37
"7329",0
"7330",10
"7331",0
"7332",15
"7333",19
"7334",0
"7335",8
"7336",16
"7337",3
"7338",2
"7339",5
"7340",3
"7341",1
"7342",17
"7343",12
"7344",12
"7345",17
"7346",0
"7347",3
"7348",1
"7349",0
"7350",13
"7351",1
"7352",2
"7353",6
"7354",22
"7355",31
"7356",3
"7357",20
"7358",9
"7359",24
"7360",15
"7361",26
"7362",1
"7363",19
"7364",34
"7365",0
"7366",2
"7367",5
"7368",3
"7369",0
"7370",4
"7371",0
"7372",16
"7373",5
"7374",15
"7375",26
"7376",6
"7377",14
"7378",3
"7379",0
"7380",2
"7381",4
"7382",6
"7383",6
"7384",0
"7385",7
"7386",2
"7387",0
"7388",0
"7389",0
"7390",6
"7391",20
"7392",0
"7393",42
"7394",11
"7395",10
"7396",6
"7397",3
"7398",6
"7399",8
"7400",12
"7401",9
"7402",3
"7403",9
"7404",0
"7405",4
"7406",24
"7407",19
"7408",2
"7409",0
"7410",2
"7411",3
"7412",3
"7413",10
"7414",0
"7415",1
"7416",1
"7417",5
"7418",2
"7419",5
"7420",15
"7421",4
"7422",0
"7423",1
"7424",2
"7425",4
"7426",0
"7427",0
"7428",0
"7429",12
"7430",5
"7431",12
"7432",5
"7433",4
"7434",1
"7435",4
"7436",8
"7437",15
"7438",0
"7439",1
"7440",12
"7441",20
"7442",7
"7443",3
"7444",6
"7445",0
"7446",0
"7447",1
"7448",14
"7449",0
"7450",3
"7451",17
"7452",15
"7453",1
"7454",5
"7455",5
"7456",5
"7457",2
"7458",4
"7459",23
"7460",2
"7461",1
"7462",0
"7463",0
"7464",0
"7465",3
"7466",4
"7467",25
"7468",2
"7469",21
"7470",8
"7471",4
"7472",3
"7473",4
"7474",0
"7475",12
"7476",4
"7477",3
"7478",0
"7479",13
"7480",4
"7481",0
"7482",34
"7483",5
"7484",11
"7485",7
"7486",3
"7487",14
"7488",11
"7489",6
"7490",1
"7491",10
"7492",0
"7493",18
"7494",3
"7495",9
"7496",13
"7497",1
"7498",1
"7499",1
"7500",8
"7501",6
"7502",15
"7503",0
"7504",1
"7505",1
"7506",15
"7507",4
"7508",4
"7509",0
"7510",0
"7511",1
"7512",5
"7513",7
"7514",4
"7515",22
"7516",0
"7517",0
"7518",0
"7519",8
"7520",0
"7521",9
"7522",0
"7523",0
"7524",0
"7525",1
"7526",1
"7527",5
"7528",13
"7529",6
"7530",0
"7531",5
"7532",0
"7533",7
"7534",2
"7535",4
"7536",3
"7537",1
"7538",9
"7539",0
"7540",13
"7541",0
"7542",4
"7543",1
"7544",14
"7545",18
"7546",5
"7547",9
"7548",0
"7549",1
"7550",12
"7551",14
"7552",8
"7553",15
"7554",4
"7555",4
"7556",15
"7557",1
"7558",0
"7559",7
"7560",5
"7561",11
"7562",0
"7563",22
"7564",28
"7565",0
"7566",10
"7567",0
"7568",3
"7569",1
"7570",20
"7571",4
"7572",0
"7573",0
"7574",44
"7575",8
"7576",1
"7577",7
"7578",54
"7579",11
"7580",4
"7581",5
"7582",8
"7583",0
"7584",17
"7585",4
"7586",14
"7587",4
"7588",13
"7589",3
"7590",3
"7591",5
"7592",3
"7593",3
"7594",17
"7595",0
"7596",3
"7597",1
"7598",5
"7599",10
"7600",4
"7601",0
"7602",0
"7603",5
"7604",2
"7605",1
"7606",0
"7607",4
"7608",2
"7609",5
"7610",7
"7611",5
"7612",4
"7613",5
"7614",12
"7615",1
"7616",1
"7617",0
"7618",10
"7619",6
"7620",3
"7621",10
"7622",15
"7623",7
"7624",41
"7625",8
"7626",8
"7627",0
"7628",5
"7629",10
"7630",8
"7631",0
"7632",1
"7633",1
"7634",1
"7635",7
"7636",1
"7637",6
"7638",5
"7639",5
"7640",0
"7641",10
"7642",1
"7643",6
"7644",25
"7645",5
"7646",0
"7647",0
"7648",5
"7649",0
"7650",3
"7651",22
"7652",20
"7653",27
"7654",1
"7655",8
"7656",1
"7657",0
"7658",11
"7659",11
"7660",1
"7661",14
"7662",8
"7663",0
"7664",0
"7665",28
"7666",0
"7667",1
"7668",2
"7669",26
"7670",4
"7671",30
"7672",0
"7673",1
"7674",8
"7675",4
"7676",9
"7677",11
"7678",33
"7679",1
"7680",3
"7681",8
"7682",3
"7683",5
"7684",1
"7685",7
"7686",1
"7687",15
"7688",2
"7689",3
"7690",17
"7691",2
"7692",5
"7693",1
"7694",3
"7695",0
"7696",4
"7697",8
"7698",2
"7699",37
"7700",2
"7701",1
"7702",14
"7703",8
"7704",14
"7705",26
"7706",3
"7707",7
"7708",5
"7709",6
"7710",8
"7711",1
"7712",1
"7713",31
"7714",18
"7715",9
"7716",2
"7717",8
"7718",4
"7719",0
"7720",8
"7721",1
"7722",7
"7723",14
"7724",5
"7725",8
"7726",30
"7727",2
"7728",7
"7729",41
"7730",7
"7731",15
"7732",4
"7733",2
"7734",4
"7735",3
"7736",0
"7737",0
"7738",2
"7739",7
"7740",4
"7741",4
"7742",0
"7743",5
"7744",4
"7745",1
"7746",6
"7747",0
"7748",0
"7749",21
"7750",8
"7751",3
"7752",5
"7753",3
"7754",15
"7755",9
"7756",2
"7757",1
"7758",25
"7759",5
"7760",9
"7761",4
"7762",1
"7763",3
"7764",8
"7765",0
"7766",0
"7767",0
"7768",3
"7769",3
"7770",4
"7771",6
"7772",2
"7773",1
"7774",1
"7775",0
"7776",1
"7777",1
"7778",5
"7779",12
"7780",20
"7781",25
"7782",10
"7783",0
"7784",20
"7785",12
"7786",6
"7787",7
"7788",4
"7789",1
"7790",0
"7791",2
"7792",0
"7793",20
"7794",11
"7795",0
"7796",1
"7797",3
"7798",5
"7799",4
"7800",2
"7801",0
"7802",2
"7803",7
"7804",5
"7805",12
"7806",26
"7807",2
"7808",0
"7809",0
"7810",8
"7811",8
"7812",16
"7813",7
"7814",16
"7815",0
"7816",6
"7817",21
"7818",17
"7819",9
"7820",9
"7821",7
"7822",1
"7823",26
"7824",6
"7825",2
"7826",11
"7827",2
"7828",0
"7829",0
"7830",8
"7831",0
"7832",10
"7833",9
"7834",4
"7835",0
"7836",29
"7837",1
"7838",2
"7839",1
"7840",0
"7841",8
"7842",4
"7843",0
"7844",19
"7845",23
"7846",3
"7847",7
"7848",2
"7849",5
"7850",6
"7851",1
"7852",0
"7853",3
"7854",26
"7855",11
"7856",7
"7857",11
"7858",2
"7859",9
"7860",12
"7861",13
"7862",0
"7863",10
"7864",2
"7865",17
"7866",8
"7867",19
"7868",0
"7869",1
"7870",10
"7871",3
"7872",3
"7873",0
"7874",6
"7875",2
"7876",1
"7877",0
"7878",1
"7879",4
"7880",7
"7881",9
"7882",9
"7883",9
"7884",21
"7885",1
"7886",7
"7887",3
"7888",2
"7889",9
"7890",1
"7891",0
"7892",17
"7893",10
"7894",22
"7895",5
"7896",8
"7897",2
"7898",0
"7899",17
"7900",8
"7901",2
"7902",2
"7903",0
"7904",1
"7905",22
"7906",7
"7907",2
"7908",3
"7909",5
"7910",0
"7911",5
"7912",26
"7913",6
"7914",8
"7915",0
"7916",2
"7917",4
"7918",12
"7919",7
"7920",4
"7921",28
"7922",1
"7923",0
"7924",4
"7925",3
"7926",9
"7927",8
"7928",1
"7929",2
"7930",3
"7931",2
"7932",2
"7933",0
"7934",0
"7935",3
"7936",8
"7937",11
"7938",1
"7939",10
"7940",0
"7941",2
"7942",8
"7943",12
"7944",11
"7945",0
"7946",0
"7947",0
"7948",0
"7949",5
"7950",33
"7951",3
"7952",1
"7953",0
"7954",0
"7955",5
"7956",15
"7957",17
"7958",6
"7959",25
"7960",0
"7961",2
"7962",0
"7963",1
"7964",4
"7965",15
"7966",12
"7967",3
"7968",0
"7969",3
"7970",19
"7971",12
"7972",1
"7973",11
"7974",5
"7975",6
"7976",3
"7977",0
"7978",3
"7979",4
"7980",1
"7981",0
"7982",0
"7983",23
"7984",0
"7985",0
"7986",7
"7987",7
"7988",1
"7989",0
"7990",3
"7991",2
"7992",2
"7993",13
"7994",9
"7995",0
"7996",0
"7997",4
"7998",2
"7999",2
"8000",8
"8001",0
"8002",15
"8003",0
"8004",1
"8005",12
"8006",21
"8007",0
"8008",10
"8009",9
"8010",10
"8011",10
"8012",0
"8013",3
"8014",0
"8015",0
"8016",2
"8017",1
"8018",0
"8019",0
"8020",2
"8021",1
"8022",0
"8023",3
"8024",2
"8025",31
"8026",13
"8027",5
"8028",9
"8029",1
"8030",13
"8031",10
"8032",4
"8033",2
"8034",0
"8035",0
"8036",5
"8037",32
"8038",0
"8039",0
"8040",1
"8041",19
"8042",10
"8043",6
"8044",8
"8045",5
"8046",2
"8047",1
"8048",5
"8049",0
"8050",1
"8051",24
"8052",0
"8053",1
"8054",3
"8055",31
"8056",0
"8057",6
"8058",28
"8059",7
"8060",16
"8061",7
"8062",11
"8063",16
"8064",6
"8065",3
"8066",8
"8067",1
"8068",18
"8069",28
"8070",2
"8071",0
"8072",2
"8073",1
"8074",4
"8075",1
"8076",5
"8077",6
"8078",7
"8079",3
"8080",37
"8081",5
"8082",4
"8083",5
"8084",1
"8085",6
"8086",1
"8087",3
"8088",1
"8089",0
"8090",2
"8091",5
"8092",0
"8093",8
"8094",12
"8095",14
"8096",10
"8097",11
"8098",0
"8099",9
"8100",4
"8101",2
"8102",4
"8103",28
"8104",1
"8105",2
"8106",15
"8107",9
"8108",1
"8109",6
"8110",0
"8111",2
"8112",5
"8113",16
"8114",10
"8115",0
"8116",6
"8117",7
"8118",6
"8119",1
"8120",0
"8121",12
"8122",1
"8123",1
"8124",6
"8125",5
"8126",0
"8127",4
"8128",26
"8129",5
"8130",0
"8131",2
"8132",4
"8133",5
"8134",9
"8135",2
"8136",8
"8137",25
"8138",0
"8139",0
"8140",0
"8141",2
"8142",16
"8143",0
"8144",2
"8145",23
"8146",0
"8147",17
"8148",9
"8149",2
"8150",1
"8151",5
"8152",4
"8153",1
"8154",4
"8155",1
"8156",0
"8157",12
"8158",0
"8159",1
"8160",2
"8161",13
"8162",0
"8163",6
"8164",6
"8165",3
"8166",5
"8167",6
"8168",0
"8169",3
"8170",0
"8171",15
"8172",1
"8173",3
"8174",2
"8175",0
"8176",6
"8177",50
"8178",0
"8179",13
"8180",2
"8181",9
"8182",16
"8183",10
"8184",1
"8185",1
"8186",20
"8187",18
"8188",26
"8189",9
"8190",0
"8191",3
"8192",6
"8193",0
"8194",1
"8195",2
"8196",0
"8197",0
"8198",6
"8199",2
"8200",14
"8201",25
"8202",12
"8203",17
"8204",5
"8205",12
"8206",3
"8207",0
"8208",1
"8209",0
"8210",6
"8211",11
"8212",5
"8213",18
"8214",15
"8215",0
"8216",8
"8217",12
"8218",7
"8219",1
"8220",2
"8221",3
"8222",2
"8223",5
"8224",1
"8225",21
"8226",0
"8227",10
"8228",1
"8229",0
"8230",1
"8231",2
"8232",6
"8233",1
"8234",0
"8235",7
"8236",1
"8237",7
"8238",5
"8239",1
"8240",11
"8241",3
"8242",4
"8243",14
"8244",7
"8245",10
"8246",3
"8247",2
"8248",0
"8249",26
"8250",41
"8251",20
"8252",7
"8253",1
"8254",19
"8255",16
"8256",0
"8257",3
"8258",18
"8259",25
"8260",17
"8261",32
"8262",8
"8263",1
"8264",6
"8265",9
"8266",3
"8267",5
"8268",10
"8269",0
"8270",37
"8271",2
"8272",0
"8273",8
"8274",13
"8275",5
"8276",5
"8277",0
"8278",3
"8279",1
"8280",3
"8281",0
"8282",13
"8283",22
"8284",0
"8285",4
"8286",0
"8287",4
"8288",3
"8289",9
"8290",16
"8291",1
"8292",0
"8293",3
"8294",13
"8295",10
"8296",2
"8297",5
"8298",9
"8299",18
"8300",39
"8301",2
"8302",0
"8303",14
"8304",0
"8305",1
"8306",0
"8307",9
"8308",0
"8309",7
"8310",1
"8311",8
"8312",9
"8313",8
"8314",31
"8315",3
"8316",1
"8317",0
"8318",2
"8319",13
"8320",13
"8321",72
"8322",0
"8323",0
"8324",2
"8325",17
"8326",6
"8327",1
"8328",0
"8329",19
"8330",1
"8331",2
"8332",1
"8333",4
"8334",3
"8335",2
"8336",9
"8337",1
"8338",2
"8339",1
"8340",3
"8341",4
"8342",27
"8343",2
"8344",15
"8345",29
"8346",1
"8347",0
"8348",8
"8349",4
"8350",2
"8351",2
"8352",1
"8353",4
"8354",13
"8355",4
"8356",5
"8357",1
"8358",7
"8359",1
"8360",4
"8361",6
"8362",0
"8363",0
"8364",1
"8365",26
"8366",23
"8367",0
"8368",3
"8369",1
"8370",6
"8371",2
"8372",2
"8373",11
"8374",7
"8375",0
"8376",4
"8377",2
"8378",23
"8379",3
"8380",0
"8381",5
"8382",10
"8383",7
"8384",0
"8385",0
"8386",5
"8387",2
"8388",0
"8389",6
"8390",2
"8391",2
"8392",5
"8393",14
"8394",3
"8395",5
"8396",5
"8397",3
"8398",1
"8399",7
"8400",10
"8401",6
"8402",12
"8403",3
"8404",7
"8405",15
"8406",3
"8407",0
"8408",3
"8409",0
"8410",5
"8411",9
"8412",8
"8413",1
"8414",2
"8415",5
"8416",3
"8417",11
"8418",16
"8419",0
"8420",0
"8421",4
"8422",24
"8423",0
"8424",3
"8425",0
"8426",1
"8427",3
"8428",1
"8429",52
"8430",6
"8431",5
"8432",4
"8433",0
"8434",1
"8435",5
"8436",0
"8437",1
"8438",7
"8439",11
"8440",7
"8441",1
"8442",9
"8443",7
"8444",4
"8445",0
"8446",22
"8447",3
"8448",1
"8449",3
"8450",2
"8451",9
"8452",19
"8453",9
"8454",1
"8455",16
"8456",4
"8457",4
"8458",4
"8459",0
"8460",2
"8461",11
"8462",0
"8463",0
"8464",0
"8465",0
"8466",1
"8467",1
"8468",1
"8469",2
"8470",6
"8471",0
"8472",10
"8473",9
"8474",2
"8475",4
"8476",1
"8477",2
"8478",6
"8479",6
"8480",2
"8481",22
"8482",5
"8483",68
"8484",8
"8485",1
"8486",0
"8487",6
"8488",0
"8489",4
"8490",3
"8491",10
"8492",16
"8493",8
"8494",3
"8495",0
"8496",0
"8497",10
"8498",4
"8499",0
"8500",10
"8501",2
"8502",8
"8503",3
"8504",31
"8505",2
"8506",6
"8507",1
"8508",37
"8509",2
"8510",8
"8511",9
"8512",7
"8513",2
"8514",12
"8515",11
"8516",12
"8517",2
"8518",1
"8519",7
"8520",1
"8521",8
"8522",0
"8523",5
"8524",6
"8525",27
"8526",8
"8527",1
"8528",3
"8529",0
"8530",1
"8531",10
"8532",32
"8533",5
"8534",1
"8535",5
"8536",2
"8537",4
"8538",8
"8539",20
"8540",3
"8541",3
"8542",0
"8543",12
"8544",1
"8545",4
"8546",22
"8547",9
"8548",26
"8549",4
"8550",19
"8551",1
"8552",8
"8553",0
"8554",9
"8555",17
"8556",12
"8557",14
"8558",8
"8559",2
"8560",2
"8561",8
"8562",2
"8563",9
"8564",1
"8565",0
"8566",3
"8567",0
"8568",8
"8569",1
"8570",0
"8571",4
"8572",10
"8573",43
"8574",0
"8575",8
"8576",11
"8577",4
"8578",2
"8579",3
"8580",31
"8581",0
"8582",7
"8583",11
"8584",1
"8585",3
"8586",3
"8587",22
"8588",7
"8589",1
"8590",7
"8591",12
"8592",3
"8593",0
"8594",2
"8595",15
"8596",12
"8597",8
"8598",9
"8599",8
"8600",2
"8601",55
"8602",2
"8603",0
"8604",8
"8605",1
"8606",18
"8607",5
"8608",1
"8609",0
"8610",8
"8611",3
"8612",7
"8613",8
"8614",1
"8615",9
"8616",1
"8617",5
"8618",5
"8619",3
"8620",41
"8621",4
"8622",1
"8623",9
"8624",4
"8625",0
"8626",0
"8627",11
"8628",5
"8629",9
"8630",5
"8631",7
"8632",4
"8633",25
"8634",0
"8635",3
"8636",1
"8637",6
"8638",5
"8639",0
"8640",26
"8641",23
"8642",3
"8643",10
"8644",0
"8645",1
"8646",0
"8647",19
"8648",19
"8649",4
"8650",7
"8651",0
"8652",7
"8653",1
"8654",16
"8655",2
"8656",18
"8657",8
"8658",9
"8659",4
"8660",23
"8661",0
"8662",9
"8663",0
"8664",2
"8665",5
"8666",4
"8667",0
"8668",4
"8669",3
"8670",0
"8671",1
"8672",15
"8673",0
"8674",3
"8675",2
"8676",1
"8677",7
"8678",25
"8679",16
"8680",16
"8681",1
"8682",7
"8683",8
"8684",7
"8685",11
"8686",5
"8687",5
"8688",1
"8689",9
"8690",3
"8691",1
"8692",11
"8693",0
"8694",5
"8695",13
"8696",0
"8697",9
"8698",21
"8699",2
"8700",6
"8701",12
"8702",8
"8703",18
"8704",1
"8705",1
"8706",5
"8707",1
"8708",3
"8709",2
"8710",9
"8711",2
"8712",0
"8713",3
"8714",1
"8715",7
"8716",6
"8717",2
"8718",2
"8719",7
"8720",0
"8721",11
"8722",1
"8723",2
"8724",0
"8725",18
"8726",9
"8727",2
"8728",14
"8729",1
"8730",0
"8731",0
"8732",25
"8733",19
"8734",0
"8735",7
"8736",0
"8737",1
"8738",23
"8739",10
"8740",4
"8741",18
"8742",1
"8743",5
"8744",18
"8745",7
"8746",26
"8747",4
"8748",7
"8749",9
"8750",0
"8751",0
"8752",1
"8753",20
"8754",1
"8755",7
"8756",7
"8757",15
"8758",0
"8759",10
"8760",5
"8761",18
"8762",0
"8763",16
"8764",14
"8765",0
"8766",4
"8767",10
"8768",1
"8769",0
"8770",6
"8771",18
"8772",9
"8773",0
"8774",13
"8775",11
"8776",11
"8777",4
"8778",30
"8779",7
"8780",4
"8781",1
"8782",4
"8783",10
"8784",10
"8785",13
"8786",9
"8787",14
"8788",18
"8789",8
"8790",9
"8791",1
"8792",6
"8793",6
"8794",5
"8795",11
"8796",4
"8797",1
"8798",8
"8799",4
"8800",35
"8801",0
"8802",0
"8803",4
"8804",4
"8805",12
"8806",2
"8807",1
"8808",5
"8809",14
"8810",18
"8811",14
"8812",7
"8813",3
"8814",12
"8815",4
"8816",10
"8817",0
"8818",6
"8819",2
"8820",1
"8821",7
"8822",18
"8823",6
"8824",2
"8825",1
"8826",0
"8827",3
"8828",12
"8829",5
"8830",14
"8831",0
"8832",0
"8833",6
"8834",5
"8835",15
"8836",5
"8837",7
"8838",0
"8839",11
"8840",3
"8841",30
"8842",50
"8843",8
"8844",9
"8845",6
"8846",2
"8847",5
"8848",0
"8849",9
"8850",5
"8851",0
"8852",6
"8853",4
"8854",1
"8855",19
"8856",4
"8857",1
"8858",2
"8859",0
"8860",0
"8861",2
"8862",4
"8863",7
"8864",5
"8865",5
"8866",1
"8867",1
"8868",17
"8869",0
"8870",2
"8871",22
"8872",0
"8873",7
"8874",10
"8875",2
"8876",5
"8877",3
"8878",4
"8879",17
"8880",1
"8881",5
"8882",1
"8883",10
"8884",1
"8885",0
"8886",0
"8887",3
"8888",12
"8889",2
"8890",0
"8891",2
"8892",14
"8893",0
"8894",2
"8895",13
"8896",2
"8897",10
"8898",2
"8899",0
"8900",8
"8901",1
"8902",0
"8903",5
"8904",0
"8905",6
"8906",3
"8907",15
"8908",3
"8909",17
"8910",5
"8911",11
"8912",0
"8913",0
"8914",14
"8915",0
"8916",10
"8917",3
"8918",17
"8919",0
"8920",6
"8921",7
"8922",4
"8923",1
"8924",14
"8925",19
"8926",0
"8927",8
"8928",0
"8929",12
"8930",1
"8931",5
"8932",7
"8933",12
"8934",3
"8935",0
"8936",0
"8937",5
"8938",13
"8939",17
"8940",0
"8941",3
"8942",2
"8943",6
"8944",3
"8945",10
"8946",7
"8947",13
"8948",27
"8949",2
"8950",0
"8951",3
"8952",32
"8953",0
"8954",1
"8955",2
"8956",2
"8957",4
"8958",1
"8959",11
"8960",1
"8961",0
"8962",1
"8963",9
"8964",1
"8965",1
"8966",3
"8967",12
"8968",36
"8969",2
"8970",19
"8971",2
"8972",3
"8973",4
"8974",5
"8975",0
"8976",0
"8977",0
"8978",4
"8979",3
"8980",11
"8981",8
"8982",17
"8983",0
"8984",0
"8985",3
"8986",4
"8987",3
"8988",5
"8989",2
"8990",13
"8991",0
"8992",1
"8993",3
"8994",0
"8995",13
"8996",3
"8997",6
"8998",0
"8999",1
"9000",0
"9001",19
"9002",0
"9003",1
"9004",1
"9005",4
"9006",2
"9007",5
"9008",3
"9009",0
"9010",2
"9011",6
"9012",8
"9013",3
"9014",1
"9015",14
"9016",4
"9017",4
"9018",15
"9019",13
"9020",6
"9021",0
"9022",0
"9023",17
"9024",5
"9025",1
"9026",6
"9027",2
"9028",1
"9029",14
"9030",1
"9031",1
"9032",5
"9033",0
"9034",7
"9035",8
"9036",30
"9037",22
"9038",7
"9039",6
"9040",1
"9041",0
"9042",0
"9043",7
"9044",7
"9045",0
"9046",5
"9047",12
"9048",9
"9049",14
"9050",7
"9051",0
"9052",2
"9053",0
"9054",44
"9055",2
"9056",0
"9057",0
"9058",3
"9059",9
"9060",12
"9061",0
"9062",1
"9063",8
"9064",1
"9065",1
"9066",1
"9067",7
"9068",1
"9069",4
"9070",1
"9071",10
"9072",0
"9073",1
"9074",21
"9075",27
"9076",18
"9077",0
"9078",32
"9079",1
"9080",2
"9081",6
"9082",2
"9083",3
"9084",27
"9085",1
"9086",3
"9087",0
"9088",0
"9089",6
"9090",6
"9091",0
"9092",3
"9093",25
"9094",3
"9095",0
"9096",0
"9097",13
"9098",2
"9099",1
"9100",10
"9101",6
"9102",10
"9103",4
"9104",5
"9105",0
"9106",3
"9107",3
"9108",1
"9109",6
"9110",25
"9111",1
"9112",2
"9113",8
"9114",3
"9115",10
"9116",1
"9117",5
"9118",6
"9119",0
"9120",2
"9121",2
"9122",11
"9123",0
"9124",2
"9125",1
"9126",2
"9127",0
"9128",4
"9129",2
"9130",8
"9131",4
"9132",0
"9133",7
"9134",1
"9135",16
"9136",22
"9137",4
"9138",18
"9139",18
"9140",11
"9141",3
"9142",7
"9143",33
"9144",0
"9145",6
"9146",3
"9147",2
"9148",14
"9149",19
"9150",5
"9151",0
"9152",2
"9153",8
"9154",10
"9155",18
"9156",5
"9157",1
"9158",16
"9159",3
"9160",10
"9161",15
"9162",7
"9163",26
"9164",2
"9165",2
"9166",0
"9167",7
"9168",11
"9169",5
"9170",0
"9171",2
"9172",1
"9173",13
"9174",1
"9175",4
"9176",14
"9177",0
"9178",13
"9179",13
"9180",0
"9181",4
"9182",1
"9183",13
"9184",1
"9185",3
"9186",4
"9187",2
"9188",0
"9189",7
"9190",8
"9191",9
"9192",1
"9193",0
"9194",11
"9195",0
"9196",9
"9197",0
"9198",3
"9199",5
"9200",7
"9201",0
"9202",0
"9203",2
"9204",0
"9205",31
"9206",19
"9207",2
"9208",0
"9209",5
"9210",4
"9211",0
"9212",2
"9213",2
"9214",13
"9215",2
"9216",9
"9217",0
"9218",14
"9219",13
"9220",13
"9221",8
"9222",1
"9223",15
"9224",6
"9225",0
"9226",6
"9227",12
"9228",2
"9229",20
"9230",45
"9231",3
"9232",4
"9233",14
"9234",3
"9235",3
"9236",6
"9237",28
"9238",0
"9239",22
"9240",4
"9241",18
"9242",10
"9243",2
"9244",2
"9245",7
"9246",8
"9247",6
"9248",15
"9249",1
"9250",3
"9251",1
"9252",20
"9253",1
"9254",2
"9255",18
"9256",3
"9257",5
"9258",0
"9259",7
"9260",1
"9261",0
"9262",2
"9263",0
"9264",4
"9265",1
"9266",12
"9267",13
"9268",17
"9269",2
"9270",0
"9271",14
"9272",1
"9273",12
"9274",2
"9275",0
"9276",0
"9277",0
"9278",0
"9279",13
"9280",2
"9281",14
"9282",15
"9283",2
"9284",3
"9285",15
"9286",3
"9287",3
"9288",2
"9289",0
"9290",0
"9291",6
"9292",16
"9293",17
"9294",10
"9295",17
"9296",3
"9297",1
"9298",13
"9299",11
"9300",2
"9301",6
"9302",0
"9303",10
"9304",0
"9305",10
"9306",1
"9307",2
"9308",2
"9309",5
"9310",7
"9311",1
"9312",25
"9313",3
"9314",0
"9315",2
"9316",1
"9317",7
"9318",0
"9319",0
"9320",0
"9321",0
"9322",1
"9323",4
"9324",11
"9325",2
"9326",6
"9327",1
"9328",14
"9329",27
"9330",4
"9331",2
"9332",5
"9333",2
"9334",12
"9335",18
"9336",3
"9337",4
"9338",8
"9339",4
"9340",30
"9341",9
"9342",7
"9343",13
"9344",13
"9345",4
"9346",0
"9347",17
"9348",7
"9349",4
"9350",4
"9351",19
"9352",1
"9353",6
"9354",1
"9355",18
"9356",2
"9357",0
"9358",3
"9359",1
"9360",28
"9361",6
"9362",6
"9363",0
"9364",4
"9365",6
"9366",22
"9367",4
"9368",0
"9369",13
"9370",10
"9371",0
"9372",12
"9373",45
"9374",14
"9375",1
"9376",2
"9377",0
"9378",0
"9379",9
"9380",11
"9381",1
"9382",14
"9383",10
"9384",4
"9385",19
"9386",15
"9387",0
"9388",14
"9389",23
"9390",0
"9391",3
"9392",18
"9393",0
"9394",7
"9395",0
"9396",0
"9397",6
"9398",2
"9399",12
"9400",1
"9401",0
"9402",13
"9403",3
"9404",19
"9405",2
"9406",1
"9407",8
"9408",4
"9409",30
"9410",1
"9411",28
"9412",15
"9413",0
"9414",2
"9415",1
"9416",2
"9417",10
"9418",15
"9419",0
"9420",35
"9421",1
"9422",28
"9423",0
"9424",0
"9425",2
"9426",35
"9427",2
"9428",19
"9429",2
"9430",11
"9431",0
"9432",3
"9433",15
"9434",21
"9435",0
"9436",3
"9437",1
"9438",0
"9439",2
"9440",15
"9441",1
"9442",7
"9443",2
"9444",0
"9445",1
"9446",7
"9447",0
"9448",28
"9449",1
"9450",0
"9451",2
"9452",2
"9453",2
"9454",10
"9455",0
"9456",0
"9457",1
"9458",3
"9459",17
"9460",15
"9461",1
"9462",3
"9463",0
"9464",9
"9465",6
"9466",4
"9467",7
"9468",1
"9469",0
"9470",2
"9471",3
"9472",3
"9473",0
"9474",1
"9475",0
"9476",21
"9477",3
"9478",13
"9479",1
"9480",8
"9481",19
"9482",5
"9483",14
"9484",4
"9485",15
"9486",0
"9487",4
"9488",11
"9489",0
"9490",12
"9491",30
"9492",1
"9493",13
"9494",3
